CVEGEO,Municipio,CP
11042,Valle de Santiago,38400
11042,Valle de Santiago,38403
11042,Valle de Santiago,38404
11042,Valle de Santiago,38405
11042,Valle de Santiago,38406
11042,Valle de Santiago,38407
11042,Valle de Santiago,38410
11042,Valle de Santiago,38413
11042,Valle de Santiago,38414
11042,Valle de Santiago,38415
11042,Valle de Santiago,38416
11042,Valle de Santiago,38417
11042,Valle de Santiago,38420
11042,Valle de Santiago,38423
11042,Valle de Santiago,38424
11042,Valle de Santiago,38425
11042,Valle de Santiago,38426
11042,Valle de Santiago,38427
11042,Valle de Santiago,38430
11042,Valle de Santiago,38433
11042,Valle de Santiago,38434
11042,Valle de Santiago,38435
11042,Valle de Santiago,38436
11042,Valle de Santiago,38437
11042,Valle de Santiago,38440
11042,Valle de Santiago,38443
11042,Valle de Santiago,38445
11042,Valle de Santiago,38446
11042,Valle de Santiago,38447
11042,Valle de Santiago,38450
11042,Valle de Santiago,38453
11042,Valle de Santiago,38454
11042,Valle de Santiago,38455
11042,Valle de Santiago,38456
11042,Valle de Santiago,38457
11042,Valle de Santiago,38460
11042,Valle de Santiago,38463
11042,Valle de Santiago,38464
11042,Valle de Santiago,38465
11042,Valle de Santiago,38466
11042,Valle de Santiago,38467
11043,Victoria,37920
11043,Victoria,37923
11043,Victoria,37924
11043,Victoria,37925
11043,Victoria,37926
11043,Victoria,37927
11043,Victoria,37928
11044,Villagrán,38260
11044,Villagrán,38264
11044,Villagrán,38269
11044,Villagrán,38270
11044,Villagrán,38271
11044,Villagrán,38272
11044,Villagrán,38273
11044,Villagrán,38280
11044,Villagrán,38285
11044,Villagrán,38290
11044,Villagrán,38291
11044,Villagrán,38293
11044,Villagrán,38294
11044,Villagrán,38295
11045,Xichú,37930
11045,Xichú,37932
11045,Xichú,37933
11045,Xichú,37934
11045,Xichú,37935
11045,Xichú,37936
11045,Xichú,37937
11045,Xichú,37938
11045,Xichú,37939
11046,Yuriria,38940
11046,Yuriria,38943
11046,Yuriria,38944
11046,Yuriria,38945
11046,Yuriria,38946
11046,Yuriria,38947
11046,Yuriria,38948
11046,Yuriria,38950
11046,Yuriria,38953
11046,Yuriria,38954
11046,Yuriria,38955
11046,Yuriria,38956
11046,Yuriria,38957
11046,Yuriria,38958
11046,Yuriria,38960
11046,Yuriria,38961
11046,Yuriria,38963
11046,Yuriria,38964
11046,Yuriria,38965
11046,Yuriria,38966
11046,Yuriria,38967
